ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,ORDERDATETIME,DELIVERYDATETIME,STATUS,PRODUCTLINE,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,Sales
10425,38,100,13,10-12-2012 00:16,12-12-2012 18:53,In Process,Trucks and Buses,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,3800
10103,41,47.29,9,15-12-2013 23:13,18-12-2013 14:06,Shipped,Vintage Cars,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,1938.89
10113,50,49.81,3,08-02-2014 23:33,09-02-2014 13:39,Shipped,Vintage Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2490.5
10126,43,53.83,9,01-09-2013 00:34,02-09-2013 18:28,Shipped,Vintage Cars,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,2314.69
10140,29,43.27,9,03-08-2014 00:40,03-08-2014 18:34,Shipped,Vintage Cars,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small,1254.83
10150,30,42.76,6,19-01-2016 23:29,21-01-2016 23:09,Shipped,Vintage Cars,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,1282.8
10164,25,53.83,7,13-06-2012 01:42,15-06-2012 16:11,Resolved,Vintage Cars,Graz,,8010,Austria,EMEA,Mendel,Roland,Small,1345.75
10174,49,44.78,2,08-09-2015 00:38,09-09-2015 17:03,Shipped,Vintage Cars,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small,2194.22
10183,40,49.3,6,05-11-2013 00:12,05-11-2013 15:58,Shipped,Vintage Cars,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Small,1972
10194,41,44.78,9,24-09-2016 23:05,26-09-2016 05:13,Shipped,Vintage Cars,Lyon,,69004,France,EMEA,Saveley,Mary,Small,1835.98
10206,21,53.33,4,08-04-2014 23:06,10-04-2014 13:57,Shipped,Vintage Cars,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Small,1119.93
10215,46,45.28,1,21-03-2015 00:18,22-03-2015 22:40,Shipped,Vintage Cars,Burbank,CA,94019,USA,NA,Thompson,Steve,Small,2082.88
10229,39,40.25,14,06-01-2014 00:48,08-01-2014 13:00,Shipped,Vintage Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,1569.75
10245,45,59.87,7,09-01-2015 23:45,10-01-2015 20:21,Shipped,Vintage Cars,New Haven,CT,97823,USA,NA,Murphy,Leslie,Small,2694.15
10258,21,59.87,4,17-07-2013 01:39,19-07-2013 06:28,Shipped,Vintage Cars,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,1257.27
10270,44,58.36,7,14-03-2013 23:46,16-03-2013 23:47,Shipped,Vintage Cars,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,2567.84
10281,44,59.87,14,06-06-2015 01:23,08-06-2015 06:49,Shipped,Vintage Cars,Allentown,PA,70267,USA,NA,Yu,Kyung,Small,2634.28
10291,29,51.82,9,07-11-2014 22:47,09-11-2014 02:02,Shipped,Vintage Cars,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small,1502.78
10304,34,49.3,4,09-03-2016 00:47,11-03-2016 16:54,Shipped,Vintage Cars,Versailles,,78000,France,EMEA,Tonini,Daniel,Small,1676.2
10312,39,56.85,1,01-06-2014 23:55,02-06-2014 01:02,Shipped,Vintage Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2217.15
10324,38,100,6,14-09-2016 23:18,17-09-2016 04:21,Shipped,Vintage Cars,NYC,NY,10022,USA,NA,Frick,Michael,Medium,3800
10333,24,79.86,8,01-06-2016 00:48,01-06-2016 03:14,Shipped,Vintage Cars,San Francisco,CA,,USA,NA,Murphy,Julie,Small,1916.64
10348,29,100,6,08-09-2013 23:31,11-09-2013 07:53,Shipped,Vintage Cars,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Large,2900
10358,30,100,8,16-08-2013 00:19,17-08-2013 21:29,Shipped,Vintage Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3000
10370,20,100,2,27-08-2012 23:32,30-08-2012 10:09,Shipped,Vintage Cars,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,2000
10382,39,100,2,15-01-2015 22:54,17-01-2015 18:37,Shipped,Vintage Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Large,3900
10411,35,59.87,7,06-12-2012 23:51,08-12-2012 01:29,Shipped,Vintage Cars,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Small,2095.45
10424,26,59.87,4,20-12-2012 23:25,23-12-2012 06:14,In Process,Vintage Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1556.62
10108,44,100,11,14-08-2013 00:15,15-08-2013 18:10,Shipped,Classic Cars,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,4400
10122,28,100,15,29-05-2013 00:52,29-05-2013 17:52,Shipped,Classic Cars,Marseille,,13008,France,EMEA,Lebihan,Laurence,Medium,2800
10135,31,100,12,05-04-2016 00:17,07-04-2016 18:27,Shipped,Classic Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,3100
10146,29,100,1,25-03-2013 01:58,25-03-2013 16:37,Shipped,Classic Cars,Glendale,CT,97561,USA,NA,Lewis,Dan,Medium,2900
10159,32,100,7,05-11-2013 23:32,07-11-2013 23:46,Shipped,Classic Cars,San Francisco,CA,,USA,NA,Brown,Julie,Medium,3200
10169,33,100,7,24-07-2014 01:33,26-07-2014 16:02,Shipped,Classic Cars,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,3300
10180,44,100,2,27-12-2013 01:00,27-12-2013 20:59,Shipped,Classic Cars,Lille,,59000,France,EMEA,Rance,Martine,Medium,4400
10191,32,100,8,07-05-2016 00:02,09-05-2016 09:25,Shipped,Classic Cars,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,3200
10211,41,100,7,27-04-2014 01:16,28-04-2014 17:03,Shipped,Classic Cars,Paris,,75016,France,EMEA,Perrier,Dominique,Medium,4100
10225,35,100,14,27-09-2013 01:08,29-09-2013 20:19,Shipped,Classic Cars,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,3500
10238,44,100,8,02-08-2014 23:47,04-08-2014 06:27,Shipped,Classic Cars,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium,4400
10252,26,100,4,12-06-2015 23:43,14-06-2015 11:18,Shipped,Classic Cars,Paris,,75016,France,EMEA,Perrier,Dominique,Medium,2600
10264,20,100,2,05-10-2013 01:21,05-10-2013 12:55,Shipped,Classic Cars,Boston,MA,51003,USA,NA,Yoshido,Juri,Small,2000
10276,48,100,8,05-03-2012 00:58,06-03-2012 21:00,Shipped,Classic Cars,Brickhaven,MA,58339,USA,NA,Barajas,Miguel,Medium,4800
10287,34,100,17,20-12-2016 23:51,21-12-2016 00:41,Shipped,Classic Cars,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,3400
10299,49,100,2,11-04-2015 23:58,14-04-2015 22:58,Shipped,Classic Cars,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Large,4900
10310,40,100,15,18-12-2013 01:29,18-12-2013 05:07,Shipped,Classic Cars,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,4000
10319,45,100,3,26-10-2012 23:58,27-10-2012 08:57,Shipped,Classic Cars,NYC,NY,10022,USA,NA,Kuo,Kee,Large,4500
10330,50,100,4,15-10-2013 01:05,15-10-2013 17:52,Shipped,Classic Cars,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,5000
10342,38,100,11,08-09-2014 22:32,10-09-2014 01:36,Shipped,Classic Cars,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,3800
10355,25,100,2,16-03-2013 00:54,16-03-2013 05:06,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2500
10363,28,58.18,13,25-02-2017 23:00,26-02-2017 13:56,Shipped,Classic Cars,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,1629.04
10378,49,67.14,8,12-05-2015 00:04,14-05-2015 03:59,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3289.86
10390,49,100,3,21-01-2014 23:42,23-01-2014 11:55,Shipped,Classic Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,4900
10110,42,61.29,9,18-08-2013 23:37,20-08-2013 23:02,Shipped,Classic Cars,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,2574.18
10124,23,57.73,8,05-04-2014 00:14,06-04-2014 18:05,Shipped,Classic Cars,Las Vegas,NV,83030,USA,NA,King,Sue,Small,1327.79
10148,29,81.25,2,09-01-2016 23:51,10-01-2016 10:35,Shipped,Classic Cars,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,2356.25
10161,25,80.54,1,06-07-2012 01:58,06-07-2012 07:56,Shipped,Classic Cars,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small,2013.5
10173,39,71.98,15,12-06-2014 01:53,14-06-2014 11:49,Shipped,Classic Cars,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,2807.22
10182,44,69.84,12,26-05-2013 00:12,27-05-2013 14:20,Shipped,Classic Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,3072.96
10193,25,76.26,16,08-07-2015 23:52,09-07-2015 02:52,Shipped,Classic Cars,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,1906.5
10204,45,76.26,6,27-09-2015 23:28,29-09-2015 08:12,Shipped,Classic Cars,NYC,NY,10022,USA,NA,Young,Jeff,Medium,3431.7
10213,25,83.39,2,14-12-2013 01:36,14-12-2013 02:49,Shipped,Classic Cars,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Small,2084.75
10227,37,57.73,12,04-08-2014 00:54,06-08-2014 09:45,Shipped,Classic Cars,Lyon,,69004,France,EMEA,Saveley,Mary,Small,2136.01
10241,30,66.99,4,09-07-2014 01:19,10-07-2014 19:16,Shipped,Classic Cars,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small,2009.7
10267,36,75.55,1,30-07-2013 23:57,31-07-2013 13:47,Shipped,Classic Cars,NYC,NY,10022,USA,NA,Young,Jeff,Small,2719.8
10279,26,60.58,1,07-06-2012 00:23,08-06-2012 23:25,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1575.08
10288,23,73.41,7,14-01-2015 00:46,15-01-2015 11:09,Shipped,Classic Cars,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,1688.43
10302,23,72.7,3,27-01-2013 01:04,27-01-2013 21:20,Shipped,Classic Cars,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small,1672.1
10311,25,66.99,2,20-10-2014 23:54,23-10-2014 16:13,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1674.75
10332,21,100,3,04-04-2015 01:54,04-04-2015 14:53,Shipped,Classic Cars,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,2100
10344,26,63.43,5,19-09-2014 00:05,20-09-2014 07:08,Shipped,Classic Cars,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,1649.18
10367,44,85.25,9,19-09-2015 23:27,22-09-2015 15:57,Resolved,Classic Cars,Pasadena,CA,90003,USA,NA,Young,Julie,Medium,3751
10380,24,100,2,07-04-2017 00:11,08-04-2017 13:25,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2400
10407,66,66.99,4,04-01-2014 00:48,05-01-2014 06:59,On Hold,Classic Cars,San Jose,CA,94217,USA,NA,Frick,Sue,Medium,4421.34
10420,36,57.73,7,29-06-2015 23:09,02-07-2015 09:29,In Process,Classic Cars,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,2078.28
10110,36,85.25,13,13-10-2012 23:52,15-10-2012 18:15,Shipped,Classic Cars,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,3069
10124,22,77.9,12,24-09-2014 22:47,26-09-2014 07:15,Shipped,Classic Cars,Las Vegas,NV,83030,USA,NA,King,Sue,Small,1713.8
10148,25,60.26,6,04-03-2017 01:32,06-03-2017 13:27,Shipped,Classic Cars,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,1506.5
10161,37,72.76,5,24-02-2016 23:00,25-02-2016 12:11,Shipped,Classic Cars,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small,2692.12
10172,32,75.69,3,20-04-2014 01:26,21-04-2014 10:14,Shipped,Classic Cars,Bridgewater,CT,97562,USA,NA,King,Julie,Small,2422.08
10182,47,74.22,16,04-12-2013 23:54,05-12-2013 19:29,Shipped,Classic Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,3488.34
10192,37,69.82,4,27-11-2014 23:02,30-11-2014 12:58,Shipped,Classic Cars,Nashua,NH,62005,USA,NA,Young,Valarie,Small,2583.34
10204,20,62.47,10,24-02-2015 00:44,24-02-2015 23:40,Shipped,Classic Cars,NYC,NY,10022,USA,NA,Young,Jeff,Small,1249.4
10212,41,82.31,3,16-08-2013 00:17,16-08-2013 20:27,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3374.71
10226,21,60.26,1,10-07-2013 00:20,10-07-2013 05:15,Shipped,Classic Cars,San Diego,CA,91217,USA,NA,Thompson,Valarie,Small,1265.46
10241,22,76.43,8,07-12-2015 23:10,08-12-2015 20:20,Shipped,Classic Cars,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small,1681.46
10267,40,80.1,5,13-02-2014 02:00,13-02-2014 23:05,Shipped,Classic Cars,NYC,NY,10022,USA,NA,Young,Jeff,Medium,3204
10279,32,74.96,5,12-01-2015 23:45,13-01-2015 13:02,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2398.72
10288,36,66.14,11,10-07-2013 00:29,10-07-2013 11:05,Shipped,Classic Cars,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,2381.04
10301,27,72.02,1,24-07-2012 00:35,25-07-2012 09:02,Shipped,Classic Cars,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small,1944.54
10311,26,87.45,6,16-10-2014 23:33,17-10-2014 14:40,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2273.7
10321,30,70.55,3,07-04-2012 01:09,09-04-2012 11:43,Shipped,Classic Cars,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Small,2116.5
10332,23,56.84,4,16-11-2012 00:34,18-11-2012 06:06,Shipped,Classic Cars,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,1307.32
10344,29,59.53,7,07-10-2014 00:04,09-10-2014 12:13,Shipped,Classic Cars,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,1726.37
10367,21,60.37,10,05-10-2014 00:28,07-10-2014 23:12,Resolved,Classic Cars,Pasadena,CA,90003,USA,NA,Young,Julie,Small,1267.77
10380,34,100,3,24-11-2012 23:47,27-11-2012 09:46,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3400
10407,26,76.43,8,03-03-2013 00:28,05-03-2013 03:46,On Hold,Classic Cars,San Jose,CA,94217,USA,NA,Frick,Sue,Small,1987.18
10420,60,64.67,11,16-06-2016 23:05,18-06-2016 00:03,In Process,Classic Cars,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,3880.2
10104,35,55.49,6,18-09-2012 00:17,20-09-2012 04:12,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1942.15
10115,47,69.36,2,08-01-2013 00:48,09-01-2013 00:39,Shipped,Classic Cars,NYC,NY,10022,USA,NA,Hernandez,Maria,Medium,3259.92
10127,20,60.69,8,06-11-2016 00:09,07-11-2016 20:51,Shipped,Classic Cars,NYC,NY,10022,USA,NA,Young,Jeff,Small,1213.8
10141,20,54.33,2,10-04-2014 01:31,10-04-2014 15:42,Shipped,Classic Cars,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,1086.6
10152,25,65.31,4,01-08-2014 00:20,02-08-2014 17:16,Shipped,Classic Cars,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small,1632.75
10165,25,69.36,9,24-11-2013 00:50,24-11-2013 03:45,Shipped,Classic Cars,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,1734
10176,27,68.78,8,30-04-2016 23:39,03-05-2016 10:32,Shipped,Classic Cars,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,1857.06
10184,31,60.11,3,28-03-2015 00:56,28-03-2015 14:52,Shipped,Classic Cars,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Small,1863.41
10195,44,66.47,3,05-10-2013 00:01,07-10-2013 16:43,Shipped,Classic Cars,White Plains,NY,24067,USA,NA,Frick,Steve,Small,2924.68
10207,49,46.82,4,07-05-2014 00:20,07-05-2014 20:34,Shipped,Classic Cars,Boston,MA,51003,USA,NA,Franco,Valarie,Small,2294.18
10220,26,56.07,8,08-03-2015 00:19,10-03-2015 02:23,Shipped,Classic Cars,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small,1457.82
10230,36,54.33,6,19-05-2013 00:39,21-05-2013 22:38,Shipped,Classic Cars,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small,1955.88
10246,44,52.6,2,17-04-2013 23:22,18-04-2013 08:32,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2314.4
10259,28,46.82,1,27-10-2014 01:14,28-10-2014 14:53,Shipped,Classic Cars,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,1310.96
10271,45,64.74,2,27-10-2012 00:04,28-10-2012 02:00,Shipped,Classic Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2913.3
10282,29,46.82,11,27-03-2013 01:40,29-03-2013 10:14,Shipped,Classic Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,1357.78
10292,40,53.75,5,20-08-2014 00:41,21-08-2014 12:03,Shipped,Classic Cars,NYC,NY,10022,USA,NA,Yu,Kwai,Small,2150
10305,45,61.85,2,27-06-2014 23:21,29-06-2014 03:06,Shipped,Classic Cars,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small,2783.25
10314,44,53.18,11,17-09-2012 00:15,17-09-2012 03:41,Shipped,Classic Cars,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small,2339.92
10324,25,69.16,14,26-09-2016 00:47,27-09-2016 14:13,Shipped,Classic Cars,NYC,NY,10022,USA,NA,Frick,Michael,Small,1729
10336,45,100,4,04-04-2017 22:53,05-04-2017 05:58,Shipped,Classic Cars,Paris,,75012,France,EMEA,Bertrand,Marie,Medium,4500
10349,48,47.4,4,24-05-2016 00:54,24-05-2016 18:33,Shipped,Classic Cars,NYC,NY,10022,USA,NA,Young,Jeff,Small,2275.2
10358,44,60.76,14,28-12-2013 01:14,29-12-2013 17:58,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2673.44
10371,25,97.27,12,16-02-2013 01:46,17-02-2013 12:50,Shipped,Classic Cars,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2431.75
10383,22,91.76,2,02-02-2013 00:32,02-02-2013 17:13,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2018.72
10394,31,50.29,2,19-03-2012 00:16,20-03-2012 15:50,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1558.99
10412,21,52.6,2,31-03-2014 01:46,01-04-2014 18:17,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1104.6
10425,55,46.82,1,01-09-2012 01:16,03-09-2012 22:38,In Process,Classic Cars,Nantes,,44000,France,EMEA,Labrune,Janine,Small,2575.1
10107,25,100,3,15-01-2015 01:08,17-01-2015 20:03,Shipped,Motorcycles,NYC,NY,10022,USA,NA,Yu,Kwai,Small,2500
10120,35,98.05,1,22-12-2014 01:21,23-12-2014 23:39,Shipped,Motorcycles,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,3431.75
10134,35,93.54,3,12-06-2016 23:43,15-06-2016 13:16,Shipped,Motorcycles,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium,3273.9
10145,43,95.8,7,26-09-2014 01:20,28-09-2014 08:02,Shipped,Motorcycles,Pasadena,CA,90003,USA,NA,Young,Julie,Medium,4119.4
10159,44,100,15,28-06-2014 00:11,30-06-2014 23:45,Shipped,Motorcycles,San Francisco,CA,,USA,NA,Brown,Julie,Medium,4400
10168,50,100,2,20-06-2016 23:31,23-06-2016 03:05,Shipped,Motorcycles,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium,5000
10180,48,100,10,01-01-2013 01:04,02-01-2013 05:54,Shipped,Motorcycles,Lille,,59000,France,EMEA,Rance,Martine,Medium,4800
10188,25,100,2,18-08-2013 00:49,18-08-2013 23:03,Shipped,Motorcycles,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small,2500
10201,39,100,3,12-03-2015 23:36,15-03-2015 20:17,Shipped,Motorcycles,San Francisco,CA,,USA,NA,Murphy,Julie,Medium,3900
10211,25,90.16,15,21-12-2013 01:52,23-12-2013 20:46,Shipped,Motorcycles,Paris,,75016,France,EMEA,Perrier,Dominique,Small,2254
10223,32,91.29,2,12-01-2016 00:34,13-01-2016 19:14,Shipped,Motorcycles,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,2921.28
10237,20,100,8,25-04-2013 01:37,25-04-2013 11:25,Shipped,Motorcycles,NYC,NY,10022,USA,NA,Frick,Michael,Small,2000
10251,26,100,3,25-10-2012 00:08,25-10-2012 18:20,Shipped,Motorcycles,Newark,NJ,94019,USA,NA,Brown,William,Small,2600
10263,42,100,3,16-12-2012 00:53,17-12-2012 07:40,Shipped,Motorcycles,Bridgewater,CT,97562,USA,NA,King,Julie,Medium,4200
10275,21,100,2,30-10-2014 22:33,02-11-2014 20:15,Shipped,Motorcycles,Nantes,,44000,France,EMEA,Labrune,Janine,Small,2100
10285,34,100,7,25-06-2014 01:16,26-06-2014 14:25,Shipped,Motorcycles,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium,3400
10299,47,100,10,04-08-2014 01:09,04-08-2014 13:04,Shipped,Motorcycles,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,4700
10309,21,100,6,15-07-2016 22:47,16-07-2016 00:59,Shipped,Motorcycles,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,2100
10318,48,100,2,06-11-2012 23:47,07-11-2012 20:52,Shipped,Motorcycles,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium,4800
10329,30,87.78,7,30-07-2013 00:18,02-08-2013 00:06,Shipped,Motorcycles,NYC,NY,10022,USA,NA,Yu,Kwai,Small,2633.4
10339,27,84.39,10,24-06-2015 00:12,26-06-2015 15:29,Shipped,Motorcycles,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,2278.53
10362,50,96.92,2,09-11-2013 23:41,12-11-2013 22:18,Shipped,Motorcycles,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium,4846
10374,38,100,6,17-10-2012 02:29,17-10-2012 09:01,Shipped,Motorcycles,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium,3800
10389,45,100,1,02-08-2016 23:57,05-08-2016 13:38,Shipped,Motorcycles,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,4500
10403,46,100,8,12-01-2015 22:55,13-01-2015 20:15,Shipped,Motorcycles,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,4600
10417,35,100,3,08-05-2016 23:56,10-05-2016 03:54,Disputed,Motorcycles,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3500
10110,29,59.37,15,12-08-2014 00:46,13-08-2014 04:06,Shipped,Classic Cars,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,1721.73
10123,50,59.87,1,21-03-2016 23:36,22-03-2016 17:24,Shipped,Classic Cars,Nantes,,44000,France,EMEA,Schmitt,Carine,Small,2993.5
10137,26,49.81,1,28-12-2016 23:59,29-12-2016 18:19,Shipped,Classic Cars,Reims,,51100,France,EMEA,Henriot,Paul,Small,1295.06
10148,47,56.85,8,03-06-2016 00:29,05-06-2016 23:16,Shipped,Classic Cars,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,2671.95
10161,23,53.33,7,29-04-2014 01:00,29-04-2014 23:20,Shipped,Classic Cars,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small,1226.59
10172,34,42.76,5,30-03-2014 00:24,30-03-2014 12:32,Shipped,Classic Cars,Bridgewater,CT,97562,USA,NA,King,Julie,Small,1453.84
10181,34,53.83,1,27-05-2013 00:50,29-05-2013 06:12,Shipped,Classic Cars,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small,1830.22
10192,47,53.83,6,22-01-2013 23:19,24-01-2013 23:59,Shipped,Classic Cars,Nashua,NH,62005,USA,NA,Young,Valarie,Small,2530.01
10204,45,49.81,12,08-05-2015 00:36,09-05-2015 03:16,Shipped,Classic Cars,NYC,NY,10022,USA,NA,Young,Jeff,Small,2241.45
10212,45,53.33,5,05-08-2012 01:29,06-08-2012 12:59,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2399.85
10226,36,43.27,3,17-05-2012 00:56,17-05-2012 15:55,Shipped,Classic Cars,San Diego,CA,91217,USA,NA,Thompson,Valarie,Small,1557.72
10241,21,40.25,10,07-12-2013 23:48,09-12-2013 16:49,Shipped,Classic Cars,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small,845.25
10266,28,48.3,1,31-07-2013 00:23,01-08-2013 09:58,Shipped,Classic Cars,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,1352.4
10278,35,45.28,1,22-08-2014 01:00,23-08-2014 23:41,Shipped,Classic Cars,Las Vegas,NV,83030,USA,NA,King,Sue,Small,1584.8
10288,50,52.32,13,25-08-2015 23:04,28-08-2015 15:48,Shipped,Classic Cars,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,2616
10301,22,51.32,3,24-05-2016 23:32,27-05-2016 07:34,Shipped,Classic Cars,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small,1129.04
10311,45,49.3,8,25-03-2016 22:47,26-03-2016 21:22,Shipped,Classic Cars,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2218.5
10321,48,42.26,5,16-05-2014 01:12,17-05-2014 07:26,Shipped,Classic Cars,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Small,2028.48
10332,20,87.96,5,08-12-2013 00:45,09-12-2013 10:01,Shipped,Classic Cars,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,1759.2
10343,27,36.21,6,01-06-2013 23:03,02-06-2013 11:54,Shipped,Classic Cars,Reims,,51100,France,EMEA,Henriot,Paul,Small,977.67
10367,38,38.5,11,05-04-2016 02:22,06-04-2016 13:33,Resolved,Classic Cars,Pasadena,CA,90003,USA,NA,Young,Julie,Small,1463
